BOMCode,MachineModel,Version,ItemCode,ItemName,SubAssemblyTag,QtyPerMachine,Unit,ScrapPercent,EstHoursPerUnit
BARREL PLATE ASSY-280,(B-10077) BARREL PLATE ASSY - 280 (STOCK-150) [2000210100],1.0,7290005090,O RING - 90 X 5 (O RING-91.67X3.53),BARREL PLATE ASSY-280,4.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,7000100900,FASTENER KIT BARREL PLATE ASSY - 420,BARREL PLATE ASSY-420,1.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,4110010700,BARREL PLATE - 420 (STOCK-175),BARREL PLATE ASSY-420,1.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,4110010800,INJECTION CYLINDER FRONT CAP - 420,BARREL PLATE ASSY-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,4110010900,INJECTION CYLINDER END CAP - 420,BARREL PLATE ASSY-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,4110011000,INJECTION CYLINDER ROD - 420,BARREL PLATE ASSY-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,4110011100,INJECTION PISTON Ø110 - 420,BARREL PLATE ASSY-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,4110003400,HYDRAULIC ROD BUSH - Ø50,BARREL PLATE ASSY-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,7220100200,DU BUSH - 60 X 65 X 60 LG,BARREL PLATE ASSY-420,4.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,7230063110,GLIDE RING - 110 X 94.5 X 6.3,BARREL PLATE ASSY-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,7240097105,GUIDE RING - 105 X 110 X 9.7,BARREL PLATE ASSY-420,4.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,7240097050,GUIDE RING - 50 X 55 X 9.7,BARREL PLATE ASSY-420,4.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,7250042050,STEP SEAL - 50 X 61 X 4.2,BARREL PLATE ASSY-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,7260073050,ROD SEAL - 50 X 60 X 7.3,BARREL PLATE ASSY-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,7270053050,PU WIPER SEAL 50 X58.6 X 5.3/7,BARREL PLATE ASSY-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,7290003040,O RING - 40 X 3 (O RING- 45.69X2.62),BARREL PLATE ASSY-420,2.0,NOS,0.0,0.5
BARREL PLATE ASSY-420,(B-10078) BARREL PLATE ASSY - 420 (STOCK-175) [2000210400],1.0,7290005100,O RING - 100 X 5 (O RING-100.97X5.33),BARREL PLATE ASSY-420,4.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,7000100500,FASTENER KIT BEARING HOUSING ASSY - 280,BEARING HOUSING ASSY-280,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,4110003500,BEARING HOUSING - 280,BEARING HOUSING ASSY-280,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,4110003600,SCREW DRIVE SHAFT - 280,BEARING HOUSING ASSY-280,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,4110003700,DRIVE SHAFT OIL SEAL FLANGE - 280,BEARING HOUSING ASSY-280,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,4020101000,DRIVE SHAFT NUT - 280 (M70 X 3),BEARING HOUSING ASSY-280,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,4020101100,DRIVE SHAFT CHECK NUT - 280 (M70 X 3),BEARING HOUSING ASSY-280,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,7220100200,DU BUSH - 60 X 65 X 60 LG,BEARING HOUSING ASSY-280,4.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,7280095115,RADIAL OIL SEAL - 95 X 115 X 12,BEARING HOUSING ASSY-280,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,7200100100,TAPER ROLLER BEARING-32014,BEARING HOUSING ASSY-280,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,7200100200,TAPER ROLLER BEARING-32216,BEARING HOUSING ASSY-280,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-280,(B-10083) BEARING HOUSING ASSY - 280 [2000210200],1.0,6110100300,TORQUE PISTON MOTOR TMDG 2-200 S18,BEARING HOUSING ASSY-280,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,7000101000,FASTENER KIT BEARING HOUSING ASSY - 420,BEARING HOUSING ASSY-420,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,4110003500,BEARING HOUSING - 280,BEARING HOUSING ASSY-420,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,4110003600,SCREW DRIVE SHAFT - 280,BEARING HOUSING ASSY-420,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,4110003700,DRIVE SHAFT OIL SEAL FLANGE - 280,BEARING HOUSING ASSY-420,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,4020101000,DRIVE SHAFT NUT - 280 (M70 X 3),BEARING HOUSING ASSY-420,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,4020101100,DRIVE SHAFT CHECK NUT - 280 (M70 X 3),BEARING HOUSING ASSY-420,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,7220100200,DU BUSH - 60 X 65 X 60 LG,BEARING HOUSING ASSY-420,4.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,7280095115,RADIAL OIL SEAL - 95 X 115 X 12,BEARING HOUSING ASSY-420,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,7200100100,TAPER ROLLER BEARING-32014,BEARING HOUSING ASSY-420,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,7200100200,TAPER ROLLER BEARING-32216,BEARING HOUSING ASSY-420,1.0,NOS,0.0,0.5
BEARING HOUSING ASSY-420,(B-10084) BEARING HOUSING ASSY - 420 [2000210500],1.0,6110100400,TORQUE PISTON MOTOR TMDG 3-300 S18,BEARING HOUSING ASSY-420,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110003800,BARREL Ø30 - 280,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110003900,SCREW Ø30 - 280,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110004300,BARREL ADAPT Ø30 - 280,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110004000,SCREW TIP - 30,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110004100,SLIDER - 30,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110004200,SLIDER SEAT - 30,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110004400,NOZZLE TIP LONG - M30 X 2P X 115LG,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110004500,BARREL NUT M70 X 3P - 280,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110004600,BARREL CHECKNUT M70 X 3P - 280,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110004700,SPLIT COLLAR - 30,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110004800,FEED SCREW COUPLING - 30,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110005000,SCREW KEY - 280,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,3131000100,HYD MOTOR PROX SENSOR MTG - 280,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-30-280,(B-10001) SCREW BARREL ASSY - 30-280 [2000300100],1.0,4110004900,BARREL LOCK PIN,SCREW ASSY-30-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110005100,BARREL Ø35 - 280,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110005200,SCREW Ø35 - 280,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110005600,BARREL ADAPT Ø35 - 280,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110005300,SCREW TIP - 35,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110005400,SLIDER - 35,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110005500,SLIDER SEAT - 35,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110004400,NOZZLE TIP LONG - M30 X 2P X 115LG,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110004500,BARREL NUT M70 X 3P - 280,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110004600,BARREL CHECKNUT M70 X 3P - 280,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110004700,SPLIT COLLAR - 30,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110004800,FEED SCREW COUPLING - 30,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110005000,SCREW KEY - 280,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,3131000100,HYD MOTOR PROX SENSOR MTG - 280,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-280,(B-10002) SCREW BARREL ASSY - 35-280 [2000300200],1.0,4110004900,BARREL LOCK PIN,SCREW ASSY-35-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110005700,BARREL Ø40 - 280,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110005800,SCREW Ø40 - 280,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110006200,BARREL ADAPT Ø40 - 280,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110005900,SCREW TIP - 40,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110006000,SLIDER - 40,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110006100,SLIDER SEAT - 40,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110004400,NOZZLE TIP LONG - M30 X 2P X 115LG,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110004500,BARREL NUT M70 X 3P - 280,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110004600,BARREL CHECKNUT M70 X 3P - 280,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110006300,SPLIT COLLAR - 35,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110006400,FEED SCREW COUPLING - 35,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110005000,SCREW KEY - 280,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,3131000100,HYD MOTOR PROX SENSOR MTG - 280,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-40-280,(B-10003) SCREW BARREL ASSY - 40-280 [2000300300],1.0,4110004900,BARREL LOCK PIN,SCREW ASSY-40-280,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110011200,BARREL Ø35 - 420,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110011300,SCREW Ø35 - 420,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110011400,BARREL ADAPT Ø35 - 420,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110005300,SCREW TIP - 35,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110005400,SLIDER - 35,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110005500,SLIDER SEAT - 35,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110004400,NOZZLE TIP LONG - M30 X 2P X 115LG,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110011500,BARREL NUT M80 X 3P - 420,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110011600,BARREL CHECKNUT M80 X 3P - 420,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110006300,SPLIT COLLAR - 35,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110006400,FEED SCREW COUPLING - 35,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110005000,SCREW KEY - 280,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,3131000100,HYD MOTOR PROX SENSOR MTG - 280,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-35-420,(B-10004) SCREW BARREL ASSY - 35-420 [2000301000],1.0,4110004900,BARREL LOCK PIN,SCREW ASSY-35-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110011700,BARREL Ø40 - 420,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110011800,SCREW Ø40 - 420,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110011900,BARREL ADAPT Ø40 - 420,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110005900,SCREW TIP - 40,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110006000,SLIDER - 40,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110006100,SLIDER SEAT - 40,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110004400,NOZZLE TIP LONG - M30 X 2P X 115LG,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110011500,BARREL NUT M80 X 3P - 420,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110011600,BARREL CHECKNUT M80 X 3P - 420,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110006300,SPLIT COLLAR - 35,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110006400,FEED SCREW COUPLING - 35,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110005000,SCREW KEY - 280,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,3131000100,HYD MOTOR PROX SENSOR MTG - 280,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-40-420,(B-10005) SCREW BARREL ASSY - 40-420 [2000301100],1.0,4110004900,BARREL LOCK PIN,SCREW ASSY-40-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110012000,BARREL Φ45 - 420,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110012100,SCREW Φ45 - 420,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110012200,BARREL ADAPT Ø45 - 420,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110012300,SCREW TIP - 45,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110012400,SLIDER - 45,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110012500,SLIDER SEAT - 45,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110004400,NOZZLE TIP LONG - M30 X 2P X 115LG,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110011500,BARREL NUT M80 X 3P - 420,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110011600,BARREL CHECKNUT M80 X 3P - 420,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110006300,SPLIT COLLAR - 35,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110006400,FEED SCREW COUPLING - 35,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110005000,SCREW KEY - 280,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,3131000100,HYD MOTOR PROX SENSOR MTG - 280,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
SCREW ASSY-45-420,(B-10006) SCREW BARREL ASSY - 45-420 [2000301200],1.0,4110004900,BARREL LOCK PIN,SCREW ASSY-45-420,1.0,NOS,0.0,0.5
